Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;Valor Total;Valor Total p m2;Zona;Tipo Agregado
Apartamento;Copacabana;1;0;0;45;2800.0;450.0;30.0;3280.0;72.89;Sul;Apartamento
Apartamento;Laranjeiras;2;0;0;110;2500.0;968.0;167.0;3635.0;33.05;Sul;Apartamento
Apartamento;Flamengo;2;0;0;85;2700.0;800.0;1150.0;4650.0;54.71;Sul;Apartamento
Apartamento;Leme;3;1;1;175;8000.0;1380.0;0.0;9380.0;53.6;Sul;Apartamento
Apartamento;Jacarepaguá;2;1;0;68;1100.0;540.0;0.0;1640.0;24.12;Oeste;Apartamento
Apartamento;Humaitá;2;1;0;64;2500.0;520.0;0.0;3020.0;47.19;Sul;Apartamento
Apartamento;Copacabana;1;0;1;37;2500.0;447.0;20.0;2967.0;80.19;Sul;Apartamento
Apartamento;Barra da Tijuca;14;2;2;212;5000.0;1200.0;650.0;6850.0;32.31;Oeste;Apartamento
Apartamento;Irajá;2;1;0;65;1100.0;255.0;0.0;1355.0;20.85;Oeste;Apartamento
Apartamento;Barra da Tijuca;2;2;1;105;3000.0;1500.0;0.0;4500.0;42.86;Oeste;Apartamento
Apartamento;Vila Isabel;2;1;0;70;1100.0;550.0;0.0;1650.0;23.57;Norte;Apartamento
Apartamento;Gávea;3;1;1;108;5000.0;1769.0;226.0;6995.0;64.77;Sul;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;2;85;2300.0;1350.0;125.0;3775.0;44.41;Oeste;Apartamento
Apartamento;Catete;1;0;0;45;1600.0;500.0;55.0;2155.0;47.89;Sul;Apartamento
Apartamento;Barra da Tijuca;3;2;3;160;7000.0;1087.0;455.0;8542.0;53.39;Oeste;Apartamento
Apartamento;Lagoa;3;2;1;130;5000.0;1000.0;300.0;6300.0;48.46;Sul;Apartamento
Apartamento;Freguesia (Jacarepaguá);3;2;1;100;2100.0;780.0;140.0;3020.0;30.2;Norte;Apartamento
Apartamento;Freguesia (Jacarepaguá);3;2;3;180;5500.0;1200.0;318.0;7018.0;38.99;Norte;Apartamento
Apartamento;Copacabana;3;0;0;80;2500.0;800.0;157.0;3457.0;43.21;Sul;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;1;85;1900.0;450.0;112.0;2462.0;28.96;Oeste;Apartamento
Apartamento;Barra da Tijuca;5;4;3;171;9000.0;2000.0;3500.0;14500.0;84.8;Oeste;Apartamento
Apartamento;Centro;1;0;0;42;2200.0;619.0;202.0;3021.0;71.93;Centro;Apartamento
Apartamento;Méier;2;1;0;62;1000.0;600.0;38.0;1638.0;26.42;Norte;Apartamento
Apartamento;Grajaú;2;0;0;65;1400.0;415.0;21.0;1836.0;28.25;Norte;Apartamento
Apartamento;Copacabana;1;0;0;43;1800.0;639.0;76.0;2515.0;58.49;Sul;Apartamento
Apartamento;Lagoa;2;1;1;80;2200.0;2600.0;420.0;5220.0;65.25;Sul;Apartamento
Apartamento;Flamengo;2;1;0;57;2800.0;832.0;98.0;3730.0;65.44;Sul;Apartamento
Apartamento;Campo Grande;3;1;1;98;1800.0;950.0;0.0;2750.0;28.06;Oeste;Apartamento
Apartamento;Jardim Botânico;3;1;2;170;6000.0;860.0;540.0;7400.0;43.53;Sul;Apartamento
Apartamento;Ipanema;1;0;1;50;2400.0;897.0;26.0;3323.0;66.46;Sul;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;150;2500.0;1012.0;0.0;3512.0;23.41;Oeste;Apartamento
Apartamento;Copacabana;2;0;0;65;2700.0;710.0;130.0;3540.0;54.46;Sul;Apartamento
Apartamento;Recreio dos Bandeirantes;4;3;2;300;4500.0;1500.0;580.0;6580.0;21.93;Oeste;Apartamento
